circle_id,waseda_id,source_hash,名前,メインカテゴリ,サブカテゴリ,活動内容,活動日時・場所,サイトメモ,translation_status,review_status,review_note
C0011,3410,41dfe0b6ad65affe,Soccer Viewing Party,Sports (Ball Games),Soccer,"Our Soccer Viewing Club is a group that passionately cheers for our favorite soccer teams at stadiums across the country. Rather than organizing activities for the entire club, members who support the same team typically go to the stadium to watch matches whenever they like. However, we do hold regular social gatherings and futsal games as group activities. Additionally, as an annual event, we host a lecture in the fall featuring a guest from the soccer world.In recent years, we have invited former Japanese national team player Hisato Sato and announcer Tsuneyuki Shimoda. Since attending matches and events is not mandatory, this is a club where you can participate at your own pace. Whether you’re into the J.League, international soccer, or high school soccer, anyone who loves the sport is welcome. Let’s cheer together at the stadium!",Generally on weekends at stadiums across the country,None,machine_translated,not_reviewed,
C0012,3775,dcf48610f6c9d552,FC GUSTA,Sports (Ball Games),Soccer,"We compete in Division 1 of the ""New Kanto League,"" the top tier of college soccer. We are a college soccer club with over 150 members. Although we were founded in 2009 and have a relatively short history, we have won the national championship in the past and consistently achieve stable results, consistently placing among the top teams in recent years.
/
/
/
/The team is composed of Waseda University students, with a diverse range of players—from those with experience in national tournaments and youth teams to complete beginners.
/
/
/
/With the goal of becoming “Japan’s No. 1 soccer club,” we place equal emphasis on both the competitive aspect of soccer and having fun.
/
/
/
/Because we are a relatively new club, we have a free-spirited atmosphere without any formalities. We welcome new students who want to enjoy both soccer and college life to the fullest. If you’re interested, please feel free to contact us via social media.","3 times a week (mainly Mon, Wed, Thu) / Times vary (mainly 1:00 PM – 3:00 PM) / Koishikawa, Ochiai, Nishitoyama, Yoyogi",None,machine_translated,not_reviewed,
C0013,3553,33392a9a89353fb3,@Atmark,Sports (Ball Games),Soccer,"The best thing about @Atmark is that anyone can enjoy playing soccer! We have members who started playing in college and others who have been playing since they were kids, all practicing together. There’s no attendance requirement—it’s a laid-back club where you can come whenever you want. Members get along great and often go out for meals or hang out after practice. We also have plenty of events, including four training camps a year and a summer camp. Plus, @Atmark fosters great relationships across all grades, so there’s no need to retire after your third year.It’s a club where you can enjoy yourself for all four years. We also hold events where alumni participate, and we maintain close ties with our former members.
/
/
/
/Let’s all play soccer together!!","Every Wednesday and Saturday / 3:00 PM – 5:00 PM / Kitano Sports Field, Sports Hall, Kōkū Park",None,machine_translated,not_reviewed,
C0014,3409,a4ab7a58e9b7693f,Soccer Club,Sports (Ball Games),Futsal,"The appeal of the Soccer Club is that, despite our recent achievements, we operate on a non-regular roster system and get along great! The women—both managers and players—keep things lively and fun (lol).We have plenty of activities, including practice once or twice a week, tournaments, events, and social gatherings. Disney trips, Halloween parties, Christmas parties, snowboarding camps, and more... We’re all about pursuing the kind of fun that’s unique to college life! Lots of upperclassmen are waiting for you! Come create the best college memories with the Soccer Club!",Every Wednesday / 5:00 PM / Toshimaen,None,machine_translated,not_reviewed,
C0015,3413,f01ef784ceb33c69,Main Street F.C.,Sports (Ball Games),Futsal,"The men’s team consists of students from Waseda University, while the women’s team is made up of students from various women’s universities. We practice on Thursdays at Nishitoyama Park in Takadanobaba and on Sundays at futsal courts in Tokyo. We are a fun-oriented team that prioritizes enjoying futsal. Since we are not a competitive team focused solely on winning matches, the atmosphere is relaxed, and beginners and women alike can play futsal casually and enjoy themselves.When it comes to tournaments, everyone gives it their all, but during practice and club tournaments, the focus is simply on having fun. We hold club tournaments and friendly matches against other Waseda University clubs. In addition to our regular Thursday and Sunday practices, we hold three training camps a year (May: Welcome Camp; Summer Vacation: Summer Camp; Spring Break: Spring Camp), as well as various recreational events such as sports days, walking rallies, road trips, and snowboarding.","Every Thursday and Sunday / 3:30 PM / Nishitoyama Park, Oji, Kinshicho",Website (Club) Access Restriction,machine_translated,not_reviewed,
C0016,3586,fa3e343de31562c6,PETIT ROYAL FC,Sports (Ball Games),Futsal,"We are PETIT ROYAL FC, one of the largest futsal clubs on the Tokorozawa Campus. Our rules are: 1. Beginners only (experienced female players are welcome), 2. No smoking during club activities, 3. No forced binge drinking during club activities.Twice a week, we play futsal at the Tokorozawa Campus Sports Hall, where everyone—regardless of gender or year—is a player. Since we’re exclusively for beginners, we welcome anyone who wants to try a new sport or just enjoy sports in a relaxed atmosphere. We also welcome those who don’t smoke or drink, as smoking and forced binge drinking are prohibited. In addition to our weekly futsal sessions, we hold three training camps a year, host summer and winter tournaments, and organize alumni gatherings and other events. We also participate in external tournaments regardless of gender or year.",Every Wednesday / 6:00 PM – 8:00 PM / Sundays 1:00 PM – 5:00 PM / Sports Hall,None,machine_translated,not_reviewed,
C0017,3414,52e32c4af79c2a31,KatZwei,Sports (Ball Games),Futsal,"Catsby works up a sweat playing futsal in the park twice a week. It’s an all-Waseda club, and all the women participate as players, not just managers. Many members are beginners, so rather than playing intensely or practicing hard to earn a spot on the starting lineup, this is a club where you can just drop by when you want to work up a sweat or see everyone, and have fun playing futsal! With about 20 members per year, the bonds between classmates and between upperclassmen and underclassmen are very strong. We participate in general public tournaments about once a month. Since we play against teams made up of working adults and sometimes even children, the matches remain friendly and relaxed from start to finish, even though they’re official tournaments! The fact that everyone gets along so well and looks out for one another is what makes Cats By so special!!",Every Wednesday & Saturday / 1:00 PM – 6:00 PM / Nishitoyama Park,None,machine_translated,not_reviewed,
C0018,3415,01e46ff4e5e16ab9,Espiga,Sports (Ball Games),Futsal,"We have about 35 men and 35 women who play futsal once a week, every Friday in Kichijoji. In the first half of practice, everyone—men and women—plays together in mixed teams to have fun and get moving. In the second half, the men and women split up to play intense futsal matches.We also participate in tournaments several times a year; this past spring, our women’s team took second place in Waseda University’s internal tournament. Of course, we have plenty of events beyond futsal, including trips to Disney, camping, four annual training camps, summer cruises, and Christmas parties. The close-knit camaraderie among members is a major highlight of this club, and it’s sure to enrich your campus life. Fridays are all about Espiga.",Every Friday / 7:00 PM / Kichijoji,None,machine_translated,not_reviewed,
C0019,3416,8b33465edf0e3dae,Diente Waseda,Sports (Ball Games),Futsal,"Diente is a futsal club where everyone—from beginners to those who played soccer in high school, men, women, and international students alike—can have fun together. In particular, Diente is a futsal club with a large number of international students. We warmly welcome anyone who wants to interact with international students, have fun, learn a foreign language, or ask about traveling abroad. Also, while Diente has members ranging from advanced players to beginners every year, we all practice together with both fun and dedication. We may not be the strongest team, but we always create some drama at tournaments.The atmosphere is super laid-back, and we enjoy a relaxed time together, even when we go out for drinks. We have several training camps a year, plus plenty of other fun events! Diente’s homey atmosphere is the best at Waseda! Please come check out a practice session!","Every Tuesday, Thursday, and other days / 6:00 PM / Tabata Shinmachi Community Arena",None,machine_translated,not_reviewed,
C0020,3721,6216bee5553b8e26,FC. TEMPESTA,Sports (Ball Games),Futsal,"FC. TEMPESTA is a futsal club based primarily at the Tokorozawa Campus. Practices are co-ed, and we don’t have a manager! Whether you’re from Waseda or another university, a beginner or an experienced player, male or female—everyone enjoys futsal to the fullest.We participate in tournaments several times a year and have achieved great results in various places! While futsal is our main focus, we also have plenty of events! Summer training camps, Christmas parties, snowboarding trips, and more... Please feel free to join us! We look forward to welcoming you alongside our diverse and unique members!",Tuesdays and Fridays,Club website closed,machine_translated,not_reviewed,
C0021,3417,c87ec4899228e578,Tonsoku,Sports (Ball Games),Futsal,"Founded in 2013, Tonsoku is an all-Waseda futsal club officially recognized by Waseda University. Despite being a relatively new club, it offers a training environment that rivals that of more established clubs, and its training camps and various events are exceptionally well-organized.We achieved official recognition from Waseda University in our first year and won the Waseda University In-School Tournament in our second year, demonstrating remarkable growth. Furthermore, this club fosters not only strong horizontal bonds among peers but also strong vertical bonds between seniors and juniors. One of our defining characteristics is that relationships are not one-sided from seniors to juniors; rather, there are many instances of juniors proactively reaching out to seniors. However, the most notable feature of this club is our “look.”We uphold the concept of “Start with the look.” Our attention to detail in uniform design, as well as the introduction of team jerseys and training gear not found in other futsal clubs, truly embody this philosophy. It’s often said that looking good means nothing if results don’t follow. But Tonsoku is different.In our very first year, we placed in the top ranks of various tournaments, winning the 2014 Waseda Futsal League and finishing in 3rd place in 2015. What’s even more surprising is that we operate without a strict starting lineup. It is precisely because every member approaches futsal with sincerity and dedicates themselves to training that we are able to achieve results as a team. We are looking for teammates who will join us in pursuing our goal of becoming “the best in Waseda in both name and reality.”","Every Tuesday and Thursday / 4:00 PM – 6:00 PM / Kinshicho, Toshimaen, Mejirodai",None,machine_translated,not_reviewed,
C0022,3739,b18948bf37da43db,Waseda University Futsal Club,Sports (Ball Games),Futsal,"Under the mission ""Take The Initiative From WASEDA,"" Waseda takes the lead to transform the norms of athletic clubs, university students, and futsal, and create the future.
/
/
/
/《Competitive Aspect》
/
/We are the only team at Waseda University authorized to participate in official matches. For many players who dedicated themselves to soccer in high school, we provide an environment where they can compete while officially representing the university’s name. We have no tryouts or athletic scholarship requirements, keeping our doors wide open to all.
/
/In terms of coaching, we boast an excellent staff led by a head coach and coaches with experience coaching in the F.League (Pescadora Machida).
/
/
/
/Affiliation: Tokyo Metropolitan University Futsal League
/
/Tournaments: All-Japan University Futsal Championship / All-Japan Futsal Championship
/
/
/
/《Operational Aspects》
/
/After joining the club, members are divided into five sections, allowing them to expand their scope of involvement in club operations.In our very first year, we secured approximately 3 million yen in sponsorship funds. From recruiting the head coach and coaching staff to securing sponsors and organizing national tournaments, everything is student-led. You’ll be able to engage in activities that you wouldn’t experience in a typical athletic club.
/
/
/
/Not only in competition but also in business operations, we offer meaningful activities that are unmatched by other organizations.","[Practice] Mon, Wed, Fri 9:00 PM – 11:00 PM
/
/[Practice Matches & Official Matches] Sat & Sun
/
/[Practice Venues] Azusawa Gymnasium, Akatsuka Gymnasium, Waseda Arena, etc.
/
/[Match Venues] Komazawa Gymnasium, Komazawa Indoor Sports Arena, etc.",None,machine_translated,not_reviewed,
C0023,3580,ecb1adc98b8c7519,tokopan,Sports (Ball Games),Futsal,"Men and women can enjoy futsal together. There are plenty of events, including tournaments, snowboarding, and Halloween parties!",No information,None,machine_translated,not_reviewed,
C0024,3163,2e926b6b8389f904,G.W. Rugby Club,Sports (Ball Games),Rugby,"We are a traditional rugby club founded in 1930. Thanks to our long history, we have a large alumni network and a strong organizational structure, which provides us with support in many areas. We also achieved the title of Japan’s top student club for two consecutive years in 2014 and 2015!This year, we are training hard every day with the goal of winning our third consecutive title. We warmly welcome both experienced players who want to take rugby seriously and beginners who want to try it for the first time! If you’d like to support the team as a manager, our upperclassmen will teach you everything you need to know, so don’t worry! All members of “G.W.” work together as one to energize the team, so we enjoy a fulfilling and fun student life both on and off the field. If you’re interested, please feel free to contact us!!","Every Wednesday, Saturday, and Sunday",None,machine_translated,not_reviewed,
C0025,3407,eaaba735341b989a,Complex Rugby Team,Sports (Ball Games),Rugby,"The Complex Rugby Team, competing in Division 1 of the Kanto Student Club Championship, is an officially recognized intercollegiate rugby club at Waseda University. We also have many players and managers from other universities. Please feel free to come watch our practices.We take pride in our strength, having won the ""Championship & Japan’s No. 1 Student Club"" title at the 2011 Kanto Student Club Championship and the ""Championship"" at the 2016 East Japan Student Club Sevens Tournament. We also host a variety of events, including BBQs, summer training camps, and spring trips. If you want to enjoy your college life, join us at Complex!","Every Wednesday / 4:00 PM – 6:00 PM / Kichijoji
Every Saturday & Sunday / 2:00 PM – 4:00 PM / Edogawa
(Subject to change depending on field conditions)",None,machine_translated,not_reviewed,
C0026,3518,2248a185a331eaaf,Waseda University School of Science and Engineering Rugby Club,Sports (Ball Games),Rugby,"We train together with the Dentsu University Rugby Club. We have many beginners as well as experienced players, and we all enjoy playing rugby together. Last year, we won the Kanto 1st District Division 2 regional tournament with a perfect record.",Every Saturday from 1:00 PM (@Dentsu University Tamagawa Grounds),None,machine_translated,not_reviewed,
C0027,3515,9e1f6b6323540604,"Faculty of Science and Engineering American Football Club ""Bacchus""",Sports (Ball Games),American Football,"Waseda Bacchus is an American football team affiliated with the Kanto Student Football Club Federation, which consists of athletic clubs, semi-athletic clubs, and interest groups from universities in the Kanto region.While Waseda University has over 3,000 student clubs, Waseda Bacchus is one of the few clubs officially recognized by the School of Science and Engineering. We have a clubroom in the Toyama Campus Student Union Building (Building 30), and our activities are open not only to students from the School of Science and Engineering but to students from all faculties at Waseda University (including managers from other universities).Even after graduation, alumni continue to maintain ties with Bacchus. A key feature of Bacchus is that students and over 500 alumni unite as “All Bacchus” to provide full support for job hunting every year.
/
/
/
/【Recent Results】
/
/2018  Division 1 Frontier Division: 4 wins, 1 loss (tied for 1st place; ranked 3rd on goal difference, did not qualify for the Kanto Championship)
/
/2019  Division 1 Liberty Division: 4 wins, 1 loss (2nd place); qualified for the Kanto Championship (3rd place)
/
/2020  Special League: 2 wins, 0 losses (1st place); advanced to the final tournament (2nd place)
/
/2021 Special Tournament: 4th place
/
/2022 Special Tournament: 5th-6th place (no official ranking)
/
/2023 Division 1 Liberty Division: 3 wins, 1 loss, 2nd place; qualified for the Kanto Championship (3rd place)
/
/
/
/Email us here: [email protected]","Every Saturday and Sunday / 9:00 AM – 12:00 PM / Kokubunji, American School in Japan (Tama), Musashino Park",None,machine_translated,not_reviewed,
C0028,3172,7e45d945ba657c21,American Football Club Rebels,Sports (Ball Games),American Football,"Hello! We, the Waseda Rebels, are an officially recognized American football club for all Waseda University students! We practice four times a week (Tuesdays, Thursdays, Saturdays, and Sundays). On weekdays, participation is optional, and on weekends, we all gather at the Tama River riverbank for our activities. Our team belongs to the Kanto Student Football Club Federation, and we train hard every day with the goal of winning the Kanto Championship held at the end of December.Since our founding in 1978, the Rebels have built a proud record of 12 league championships and 10 Kanto titles. While we are a team that prioritizes skill and is committed to winning, we also have many complete beginners on our roster. (In fact, over 70% of our players are beginners.) Our season kicks off in February. We begin spring training in preparation for the traditional Waseda-Keio game against the Keio Bisons, which takes place around late April.In June, we play exhibition games. In August, we have a summer training camp. Then, the tournaments begin in September. The regular season runs from there through November, and in December, we compete in the Kanto Championship, which is our ultimate goal. While this is our main schedule, we also have an off-season, and when we’re not practicing, we all go out and have fun together! If you’re interested in what we do, please check out our Instagram (@waseda_revels)! We are currently recruiting players, managers, and staff!!","Every Tuesday & Thursday: Fields in Tokyo
/
/
/
/Every Saturday & Sunday: Tamagawa Maruko Bridge Field",None,machine_translated,not_reviewed,
C0029,3594,3ddbb134d6da7335,RayBack,Sports (Ball Games),Basketball,"We are a basketball club at Waseda University’s Tokorozawa Campus!! Established in 2013, we’re a fresh, new club with a friendly, homey atmosphere where we take basketball seriously while having fun. We compete in tournaments several times a year, and players of all skill levels—from beginners to experienced players—train together. You might be worried, thinking, “I’m a beginner—will I be okay?” but don’t worry. We have plenty of members who are happy to teach you, and eventually, you’ll be able to play in lots of games! We also have plenty of events beyond just basketball! In addition to practice, we go out together, which helps you bond with members—you’re sure to make lifelong friends!!!!",Every Tuesday & Friday / 5:00 PM / Tokorozawa City Gymnasium; Every Thursday / 4:30 PM / Sports Hall,None,machine_translated,not_reviewed,
C0030,3552,1405a9508cff66db,Basketball Club JAWS,Sports (Ball Games),Basketball,"We are a club based in Tokorozawa that enjoys playing basketball, aiming to win the Waseda League every March and August!",No information,None,machine_translated,not_reviewed,
C0031,3395,730f0ba15848fcf6,早大テニスクラブ,Sports (ball games),Tennis,"Enjoy everything to the fullest! The biggest and strongest circle! Beginners are very welcome!

We, the Waseda University Tennis Club (commonly known as WTC or Soutei) are the biggest, strongest and simply the best club!

There are three main attractions! Firstly, everyone here is unique. We are all Waseda students and come from all faculties! Not to mention, as we accept enrollment all year round, international students and September-entry students are always welcomed!

Moving on to tennis, we have members of various levels, of course beginners! Last year, we won the cup runner-up and the Kanto club women's team runner-up! We also must not forget its desirable practice environment, having practice from 5 to 6 days a week from 9:00 to 16:30 on weekdays!

WTC is not only known for its tennis but also for its fun events! We often host BBQ, bowling, and sports day events. Not only those, you can also become a ball person for professional games! WTC is the best circle for making friends and memories!

If you have interests even a little bit, please come and try out!",Monday-Friday/practice9:00-16:30/航空公園、Saturday/practice17:00-21:00/木場公園や城北中央公園,None,existing_english,needs_review,Prefilled from English text already present in the official description.
C0032,3532,5d9b03f97e77c1e1,School of Science and Engineering Hardcourt Tennis Club,Sports (Ball Games),Tennis,"Most of us in the School of Science and Engineering Hard Tennis Club (commonly known as ""Ricote"") are students from the School of Science and Engineering, so we get along really well! We practice every weekday, and we even have night sessions—which is great for students in our school! We placed 3rd in the 2019 Waseda Cup, and we welcome both advanced players and beginners! While we give our all to tennis, we also give our all to having fun—that’s what Ricote is all about! We have plenty of events and activities (snowboarding, fireworks, trips to the beach, etc.)!",Weekdays: Daytime / Night sessions: Once a week,None,machine_translated,not_reviewed,
C0033,3384,b94d43b039a83682,Young Tennis Club (Hardcourt Division),Sports (Ball Games),Tennis,"Waseda Young is one of the twelve officially recognized clubs at Waseda University! Since we’re an officially recognized club, our operations are well-organized and reliable. Our members consist of men from Waseda University and women from Waseda, Japan Women’s, and Gakushuin Women’s Universities. However, everyone gets along great regardless of gender, university, or year! About half of our members are beginners, and the other half are experienced players.We offer special practice sessions for beginners, so even those new to the sport can enjoy tennis with confidence. We also have a strong track record, including a top-8 finish in the Kanto tournament, so experienced players looking to play seriously are more than welcome. We practice five days a week on weekdays, so you can attend during your free time between classes and enjoy lively, energetic sessions with everyone! Additionally, Waseda Young competes annually in team tournaments such as the CUP, Kanto, and Assé, and everyone works hard every day to prepare for them!Team tournaments, where we come together as one, are sure to be an emotional experience. In addition to tennis, we hold seasonal events every month—such as Christmas parties where we go to the beach or river, play mixed doubles in costumes, and then party at a stylish sky lounge—so you can bond with everyone outside of tennis as well. Our lively drinking parties are also a must-see.No chugging, no pressure, and we even have a water table, so everyone can enjoy themselves safely and comfortably! Come join us at Young and let’s make the most of your college life together!! You won’t regret joining us!!",Weekdays / Courts near Takadanobaba,None,machine_translated,not_reviewed,
